"","game_id","schedule_season","schedule_week","schedule_date","team_home_id","stadium","weather_temperature","weather_wind_mph","weather_humidity","weather_detail"
"3778","19841209MIAIND",1984,"15",1984-12-09,"IND","RCA Dome",72,0,NA,"indoor"
"3779","19841209NEPHI",1984,"15",1984-12-09,"PHI","Veterans Stadium",35,5,59,""
"3780","19841209NYGARI",1984,"15",1984-12-09,"ARI","Busch Memorial Stadium",41,12,77,""
"3781","19841209SEAKC",1984,"15",1984-12-09,"KC","Arrowhead Stadium",46,10,78,""
"3782","19841209TENLAR",1984,"15",1984-12-09,"LAR","Anaheim Stadium",58,7,73,""
"3783","19841209WASDAL",1984,"15",1984-12-09,"DAL","Texas Stadium",58,13,67,""
"3784","19841210LVRDET",1984,"15",1984-12-10,"DET","Pontiac Silverdome",72,0,NA,"indoor"
"3785","19841214LARSF",1984,"16",1984-12-14,"SF","Candlestick Park",51,13,46,""
"3786","19841215DENSEA",1984,"16",1984-12-15,"SEA","Seattle Kingdome",72,0,NA,"indoor"
"3787","19841215NONYG",1984,"16",1984-12-15,"NYG","Giants Stadium",38,15,88,""
"3788","19841216ARIWAS",1984,"16",1984-12-16,"WAS","RFK Memorial Stadium",45,10,93,""
"3789","19841216BUFCIN",1984,"16",1984-12-16,"CIN","Cinergy Field",59,15,76,""
"3790","19841216CHIDET",1984,"16",1984-12-16,"DET","Pontiac Silverdome",72,0,NA,"indoor"
"3791","19841216CLETEN",1984,"16",1984-12-16,"TEN","Houston Astrodome",72,0,NA,"indoor"
"3792","19841216GBMIN",1984,"16",1984-12-16,"MIN","Hubert H. Humphrey Metrodome",72,0,NA,"indoor"
"3793","19841216INDNE",1984,"16",1984-12-16,"NE","Foxboro Stadium",32,8,86,""
"3794","19841216KCLAC",1984,"16",1984-12-16,"LAC","Qualcomm Stadium",56,16,75,""
"3795","19841216NYJTB",1984,"16",1984-12-16,"TB","Houlihan's Stadium",69,7,68,""
"3796","19841216PHIATL",1984,"16",1984-12-16,"ATL","Atlanta-Fulton County Stadium",58,7,68,""
"3797","19841216PITLVR",1984,"16",1984-12-16,"LVR","Los Angeles Memorial Coliseum",53,16,63,""
"3798","19841217DALMIA",1984,"16",1984-12-17,"MIA","Orange Bowl",73,16,68,""
"3799","19841222LVRSEA",1984,"Wildcard",1984-12-22,"SEA","Seattle Kingdome",72,0,NA,"indoor"
"3800","19841223NYGLAR",1984,"Wildcard",1984-12-23,"LAR","Anaheim Stadium",NA,NA,NA,""
"3801","19841229NYGSF",1984,"Division",1984-12-29,"SF","Candlestick Park",NA,NA,NA,""
"3802","19841229SEAMIA",1984,"Division",1984-12-29,"MIA","Orange Bowl",NA,NA,NA,""
"3803","19841230CHIWAS",1984,"Division",1984-12-30,"WAS","RFK Memorial Stadium",NA,NA,NA,""
"3804","19841230PITDEN",1984,"Division",1984-12-30,"DEN","Mile High Stadium",NA,NA,NA,""
"3805","19850106CHISF",1984,"Conference",1985-01-06,"SF","Candlestick Park",NA,NA,NA,""
"3806","19850106PITMIA",1984,"Conference",1985-01-06,"MIA","Orange Bowl",NA,NA,NA,""
"3807","19850120MIASF",1984,"Superbowl",1985-01-20,"SF","Stanford Stadium",53,NA,NA,""
"3808","19850908ARICLE",1985,"1",1985-09-08,"CLE","Cleveland Municipal Stadium",77,10,80,""
"3809","19850908DENLAR",1985,"1",1985-09-08,"LAR","Anaheim Stadium",69,12,62,""
"3810","19850908DETATL",1985,"1",1985-09-08,"ATL","Atlanta-Fulton County Stadium",79,7,67,""
"3811","19850908GBNE",1985,"1",1985-09-08,"NE","Foxboro Stadium",74,10,74,""
"3812","19850908INDPIT",1985,"1",1985-09-08,"PIT","Three Rivers Stadium",79,9,66,""
"3813","19850908KCNO",1985,"1",1985-09-08,"NO","Louisiana Superdome",72,0,NA,"indoor"
"3814","19850908LACBUF",1985,"1",1985-09-08,"BUF","Ralph Wilson Stadium",76,11,83,""
"3815","19850908MIATEN",1985,"1",1985-09-08,"TEN","Houston Astrodome",72,0,NA,"indoor"
"3816","19850908NYJLVR",1985,"1",1985-09-08,"LVR","Los Angeles Memorial Coliseum",69,12,62,""
"3817","19850908PHINYG",1985,"1",1985-09-08,"NYG","Giants Stadium",78,11,82,""
"3818","19850908SEACIN",1985,"1",1985-09-08,"CIN","Cinergy Field",79,8,71,""
"3819","19850908SFMIN",1985,"1",1985-09-08,"MIN","Hubert H. Humphrey Metrodome",72,0,NA,"indoor"
"3820","19850908TBCHI",1985,"1",1985-09-08,"CHI","Soldier Field",81,10,79,""
"3821","19850909WASDAL",1985,"1",1985-09-09,"DAL","Texas Stadium",88,10,44,""
"3822","19850912LVRKC",1985,"2",1985-09-12,"KC","Arrowhead Stadium",66,12,73,""
"3823","19850915ATLSF",1985,"2",1985-09-15,"SF","Candlestick Park",62,17,72,""
"3824","19850915BUFNYJ",1985,"2",1985-09-15,"NYJ","Giants Stadium",65,10,50,""
"3825","19850915CINARI",1985,"2",1985-09-15,"ARI","Busch Memorial Stadium",66,8,52,""
"3826","19850915DALDET",1985,"2",1985-09-15,"DET","Pontiac Silverdome",72,0,NA,"indoor"
"3827","19850915INDMIA",1985,"2",1985-09-15,"MIA","Orange Bowl",81,23,72,""
"3828","19850915LARPHI",1985,"2",1985-09-15,"PHI","Veterans Stadium",60,8,51,""
"3829","19850915MINTB",1985,"2",1985-09-15,"TB","Houlihan's Stadium",76,15,68,""
"3830","19850915NECHI",1985,"2",1985-09-15,"CHI","Soldier Field",55,5,62,""
"3831","19850915NODEN",1985,"2",1985-09-15,"DEN","Mile High Stadium",69,12,45,""
"3832","19850915NYGGB",1985,"2",1985-09-15,"GB","Lambeau Field",56,8,66,""
"3833","19850915SEALAC",1985,"2",1985-09-15,"LAC","Qualcomm Stadium",70,8,73,""
"3834","19850915TENWAS",1985,"2",1985-09-15,"WAS","RFK Memorial Stadium",62,8,52,""
"3835","19850916PITCLE",1985,"2",1985-09-16,"CLE","Cleveland Municipal Stadium",57,4,65,""
"3836","19850919CHIMIN",1985,"3",1985-09-19,"MIN","Hubert H. Humphrey Metrodome",72,0,NA,"indoor"
"3837","19850922ARINYG",1985,"3",1985-09-22,"NYG","Giants Stadium",72,13,76,""
"3838","19850922CLEDAL",1985,"3",1985-09-22,"DAL","Texas Stadium",80,17,55,""
"3839","19850922DENATL",1985,"3",1985-09-22,"ATL","Atlanta-Fulton County Stadium",73,8,64,""
"3840","19850922DETIND",1985,"3",1985-09-22,"IND","RCA Dome",72,0,NA,"indoor"
"3841","19850922KCMIA",1985,"3",1985-09-22,"MIA","Orange Bowl",82,9,75,""
"3842","19850922LACCIN",1985,"3",1985-09-22,"CIN","Cinergy Field",71,9,56,""
"3843","19850922NEBUF",1985,"3",1985-09-22,"BUF","Ralph Wilson Stadium",65,7,76,""
"3844","19850922NYJGB",1985,"3",1985-09-22,"GB","Lambeau Field",64,13,95,""
"3845","19850922PHIWAS",1985,"3",1985-09-22,"WAS","RFK Memorial Stadium",70,9,82,""
"3846","19850922SFLVR",1985,"3",1985-09-22,"LVR","Los Angeles Memorial Coliseum",68,9,66,""
"3847","19850922TBNO",1985,"3",1985-09-22,"NO","Louisiana Superdome",72,0,NA,"indoor"
"3848","19850922TENPIT",1985,"3",1985-09-22,"PIT","Three Rivers Stadium",69,4,65,""
"3849","19850923LARSEA",1985,"3",1985-09-23,"SEA","Seattle Kingdome",72,0,NA,"indoor"
"3850","19850929ATLLAR",1985,"4",1985-09-29,"LAR","Anaheim Stadium",67,8,70,""
"3851","19850929CLELAC",1985,"4",1985-09-29,"LAC","Qualcomm Stadium",69,9,72,""
"3852","19850929DALTEN",1985,"4",1985-09-29,"TEN","Houston Astrodome",72,0,NA,"indoor"
"3853","19850929GBARI",1985,"4",1985-09-29,"ARI","Busch Memorial Stadium",65,13,57,""
"3854","19850929INDNYJ",1985,"4",1985-09-29,"NYJ","Giants Stadium",66,8,57,""
"3855","19850929LVRNE",1985,"4",1985-09-29,"NE","Foxboro Stadium",61,9,66,""
"3856","19850929MIADEN",1985,"4",1985-09-29,"DEN","Mile High Stadium",23,6,80,""
"3857","19850929MINBUF",1985,"4",1985-09-29,"BUF","Ralph Wilson Stadium",60,9,63,""
"3858","19850929NOSF",1985,"4",1985-09-29,"SF","Candlestick Park",57,14,75,""
"3859","19850929NYGPHI",1985,"4",1985-09-29,"PHI","Veterans Stadium",61,5,65,""
"3860","19850929SEAKC",1985,"4",1985-09-29,"KC","Arrowhead Stadium",48,12,94,""
"3861","19850929TBDET",1985,"4",1985-09-29,"DET","Pontiac Silverdome",72,0,NA,"indoor"
"3862","19850929WASCHI",1985,"4",1985-09-29,"CHI","Soldier Field",63,11,52,""
"3863","19850930CINPIT",1985,"4",1985-09-30,"PIT","Three Rivers Stadium",62,7,58,""
"3864","19851006BUFIND",1985,"5",1985-10-06,"IND","RCA Dome",72,0,NA,"indoor"
"3865","19851006CHITB",1985,"5",1985-10-06,"TB","Houlihan's Stadium",73,9,71,""
"3866","19851006DALNYG",1985,"5",1985-10-06,"NYG","Giants Stadium",59,16,56,""
"3867","19851006DETGB",1985,"5",1985-10-06,"GB","Lambeau Field",44,11,71,""
"3868","19851006KCLVR",1985,"5",1985-10-06,"LVR","Los Angeles Memorial Coliseum",72,14,59,""
"3869","19851006LACSEA",1985,"5",1985-10-06,"SEA","Seattle Kingdome",72,0,NA,"indoor"
"3870","19851006MINLAR",1985,"5",1985-10-06,"LAR","Anaheim Stadium",72,14,59,""
"3871","19851006NECLE",1985,"5",1985-10-06,"CLE","Cleveland Municipal Stadium",46,14,74,""
"3872","19851006NYJCIN",1985,"5",1985-10-06,"CIN","Cinergy Field",47,11,68,""
"3873","19851006PHINO",1985,"5",1985-10-06,"NO","Louisiana Superdome",72,0,NA,"indoor"
"3874","19851006PITMIA",1985,"5",1985-10-06,"MIA","Orange Bowl",80,9,78,""
"3875","19851006SFATL",1985,"5",1985-10-06,"ATL","Atlanta-Fulton County Stadium",56,11,58,""
"3876","19851006TENDEN",1985,"5",1985-10-06,"DEN","Mile High Stadium",57,7,29,""
"3877","19851007ARIWAS",1985,"5",1985-10-07,"WAS","RFK Memorial Stadium",57,7,51,""
"3878","19851013ARIPHI",1985,"6",1985-10-13,"PHI","Veterans Stadium",60,10,74,""
"3879","19851013ATLSEA",1985,"6",1985-10-13,"SEA","Seattle Kingdome",72,0,NA,"indoor"
"3880","19851013BUFNE",1985,"6",1985-10-13,"NE","Foxboro Stadium",50,12,81,""
"3881","19851013CHISF",1985,"6",1985-10-13,"SF","Candlestick Park",58,11,64,""
"3882","19851013CLETEN",1985,"6",1985-10-13,"TEN","Houston Astrodome",72,0,NA,"indoor"
"3883","19851013DENIND",1985,"6",1985-10-13,"IND","RCA Dome",72,0,NA,"indoor"
"3884","19851013DETWAS",1985,"6",1985-10-13,"WAS","RFK Memorial Stadium",63,11,74,""
"3885","19851013KCLAC",1985,"6",1985-10-13,"LAC","Qualcomm Stadium",64,7,72,""
"3886","19851013LARTB",1985,"6",1985-10-13,"TB","Houlihan's Stadium",78,6,75,""
"3887","19851013MINGB",1985,"6",1985-10-13,"GB","Lambeau Field",57,10,78,""
"3888","19851013NOLVR",1985,"6",1985-10-13,"LVR","Los Angeles Memorial Coliseum",63,8,67,""
